Text,Category
"【機種】ＳＨ－０２Ｊ／７．０【カテゴリ】トラ）ｄフォト【事象の概要】エラーで起動できなくなった［発生手順］［エラー文言］フォトが停止しました［発生日時］／　：［再発有無］初事象［事象発生のきっかけ］スクリーンショットの撮影や画像の編集をしていた［発生環境］発生機種［発生頻度］常時［トラブルシューティング］再起動・アプリアップデート済・無効アプリあり・空き容量不足（７．４９ＧＢ中６．９７ＧＢ使用→アプリで６．１４ＧＢ使用）→空き容量を確保するよう提案
０６０２",操作説明
"【用件】ｄフォトのフォトブック（通常）が届いていない。勝手に住所が変わっていた。

【ご指摘／要望】前提：アップデートのタイミングで届け先住所の変更が勝手に入っていた部分が納得出来ない。勝手に変更をするのであれば、

１：「今までと届け先住所変わっている可能性がある」旨の注意喚起をもっと分かりやすくするべき。

２：ドコモへの返品が入った時点で、利用者側に連絡やステータスの変化などで知らせるべき。

３：こんなことが起きると、ｄフォト以外のサービスも個人情報の扱いがずさんなのではないかと思ってしまう。

４：そもそも今までの届け先住所の情報を勝手に変えないでほしい。",アプリが使いにくい
"下記のご意見をいただきました。

■ｄフォトアプリのリニューアルについてｄフォトアプリがリニューアルされ、いつも利用していたフォトブック注文がｄフォトアプリでできなくなった。その広知とマニュアルをしっかり出して欲しい。",アプリが使いにくい
"【お客様情報】
・名字のみ聴取。【問合せ内容】
・ｄフォトの操作方法について。

【要望／転送】
・操作確認の為、あんしん遠隔サポートセンターへ転送。

【ＣＡＴ　Ｎｏ．】２１事象SC-03K Galaxy S9+,B: 操作・機能・設定",操作説明
"【機種】ｉＰｈｏｎｅ８【カテゴリ】ｄフォト【事象の概要】プリントアプリ起動後に「Ｄ１３４　認証エラー」が発生【発生日時】／　：【再発有無】【解決方法】ｄアカウント設定アプリ再設定
０２０１",ログイントラブル
ｄフォトアプリを活用いただくのに、無料の５ＧＢとクラウド容量オプションプラス５０ＧＢ（計５５ＧＢ）でも足りない場合はどうしたらいいか相談がありました。ＲＯＭ容量６４ＧＢの機種も増えてきているのでバックアップサービスとして活用されている方用に大きい容量も検討いただきたいです。,その他
"【機種】ｉＰｈｏｎｅＸＲ／１３．６．１【カテゴリ】ｄフォト【事象の概要】こよみプリントとは何か【発生日時】／　：
０４０４",サービス案内
"【機種】ｉＰｈｏｎｅＸＲ　ｉＯＳ１３．６【カテゴリ】ｄフォト【事象の概要】ｄアカウントでログイン出来ないログイン画面に進むと「ｒｅＣＡＰＴＣＨＡで保護されています」表示されるだけでアカウントの入力できない【発生日時】／　：【再発有無】初事象【解決方法】画面が切り替わった後、ｄフォトアプリに戻してｄアカウントログインを実施
１２０２",reCAPTCHA
ｄフォトアプリのこよみフォトについて。毎月１マイなどどの程度の権利が与えられているのか？複数注文した場合の送料を一回分でまとめることが出来ないのか？,こよみ複数
"ＳＣ－０２Ｋ

ｄフォトで預かってる写真をアルバムに追加する方法を教えてほしい。",操作説明
新しいｄフォト、使いにくくなったと、評判が悪いので、辞めますこんな時代、旅行も行けず、写真も増えません【お客様アンケート(IC)】,アプリが使いにくい
Ｄフォトを利用してます。訳あって、自動お預かりを解除してましたが、自動預かりに設定しようとしてもできない。,操作説明
ｄフォトプリントがすごく使いづらくなりました。以前は、不要な画像は削除できましたが今はできません。また、日付が撮影した日などに反映されず、順序がバラバラになります。操作がおかしいのでしょうか。以前のバージョンはそれがなくすごく扱いやすかったので。対処法があればご教示ください。ＳＯ　０１Ｌ,アプリが使いにくい
"【機種】ｉＰｈｏｎｅ７　１３．６【カテゴリ】トラ）ｄフォト【事象の概要】起動時に写真のアクセスが許可されていない　となるｄフォト再インストール済みＰＣ版で４月までは写真が残っている【発生日時】４月頃～【再発有無】初事象［外部機器］
０３０１",操作説明
"【機種】ｉＰｈｏｎｅ７以前（ｉＰｈｏｎｅ７）ｉＯＳ１３．６．１【カテゴリ】ｄフォト【事象の概要】ｄフォトにｄアカウントでログインしようとすると、Ｓａｆａｒｉに遷移し「ｒｅＣＡＰＴＣＨＡ」という表示が出たままログインできないので改善したい。【発生日時】８／１５【再発有無】初事象【解決方法】Ｗｉ－ＦｉＯＦＦにして電話番号ログインで改善。また、該当画面（Ｓａｆａｒｉ）が出た際にはｄフォトを終了せずにｄフォトアプリに戻り、ｄアカウントを入力しログインして頂き解決。
０３０２",reCAPTCHA
"【機種】ｉＰｈｏｎｅ８　ｉＯＳ１３．６【カテゴリ】トラ）ｄフォト　【事象の概要】契約があるご主人のｄアカウントでプリントアプリにログインができない【発生日時】／　：【再発有無】初事象［外部機器］
０７０３",ログイントラブル
